"KUNDNR";"LEISTUNG";"PREIS";"PREISMTL";"TEXT";"BERECHNEN";"GELOESCHT";"ABRECH";"ARTNR";"DATUM";"NRECHNUNG";"FREI1";"FREI2";"FREI3";"ANZAHL";"IDWDIENSTE";"KUNDENNR2";"KUNDENNAME";"KUNDENNAME2";"ANSPRECHPARTNER";"PLZ";"ORT";"STRASSE";"ANREDE";"PROJEKTTEXT"
"1171";"Partnerprovision";209,4396;;"Provisionen August 2004";"";"";"E";"PP-E";"06.10.2004";"";"06.10.2004";"";"";1;"46517818";"";"";"";"";"";"";"";"";""
"1234";"Partnerprovision";943,41;;"EP306128";"";"";"E";"PP-E";"06.10.2004";"";"06.10.2004";"";"";1;"466242718";"";"";"";"";"";"";"";"";""
"1235";"Partnerprovision";143,58;;"";"";"";"E";"PP-E";"08.09.2006";"";"08.09.2006";"";"";1;"1036283316";"";"";"";"";"";"";"";"";""
"1267";"Hasch mich";38,79;;"Liefertermin 11.09.04";"";"";"E";"PG-2003";"07.10.2004";"";"07.10.2004";"";"";1;"46819539";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";15,9;;"Bestellung Stefan Brock v. 07.09.04";"";"";"E";"PP-E";"07.09.2004";"";"15.10.2004";"";"";1;"48248411";"";"";"";"";"";"";"";"";""
"1267";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"07.10.2004";"";"07.10.2004";"";"";1;"46920229";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";58,5;;"Summe August 2004: 78 Filter          78 Filter   | * 90 sec / Filter=     7.020 sec      | : 60 sec / min=       117  min      | : 60 min / h=       1,95 h        | * 30,00 Euro / h=        58,50  Euro ";"";"";"E";"PROC-M";"31.08.2004";"";"01.09.2004";"";"";1;"4283711";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Suche nach E-Mail vonFritzsche-Wolfsburg@t-online.de";"";"";"E";"RECH-M";"31.08.2004";"";"01.09.2004";"";"";1;"4295911";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Suche nach E-Mail vonTanja79@web.de";"";"";"E";"RECH-M";"31.08.2004";"";"01.09.2004";"";"";1;"430112";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamt E-Mailtraffic August 200418,55 GB";"";"";"E";"TRAF-M";"31.08.2004";"";"01.09.2004";"";"";18;"431212";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Suche nach E-Mail vonboomori@web.de";"";"";"E";"RECH-M";"31.08.2004";"";"01.09.2004";"";"";1;"432312";"";"";"";"";"";"";"";"";""
"1014";"Arbeitsstunde Technik";35;;"Komplette Überarbeitung Domainweiterleitungenlt. übermittelter Liste";"";"";"E";"STD-T";"05.08.2004";"";"01.09.2004";"";"";2,5;"433612";"";"";"";"";"";"";"";"";""
"1260";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"31.08.2004";"";"01.09.2004";"";"";1;"4345413";"";"";"";"";"";"";"";"";""
"1260";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"31.08.2004";"";"01.09.2004";"";"";1;"4355513";"";"";"";"";"";"";"";"";""
"1260";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"31.08.2004";"";"01.09.2004";"";"";1;"4365613";"";"";"";"";"";"";"";"";""
"1350";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"03.06.2005";"";"12.07.2005";"";"";1;"79952813";"";"";"";"";"";"";"";"";""
"1194";".ch Nameservice und Abwicklung";8;;"Domain barfers.ch";"";"";"G";"DNS-CH";"10.07.2004";"12.07.2007";"";"";"";1;"3672912";"";"";"";"";"";"";"";"";""
"1034";"Neuerstellung www.aspluss.de";2400;;"Neuerstellung Design / Layout und Programmierung Ihrer Webseite www.aspluss.de gemäß Angebot vom 26.11.2002";"";"";"E";"";"08.01.2002";"";"08.01.2003";"";"";1;"262811";"";"";"";"";"";"";"";"";""
"1006";"Hostingpauschale 01.03.07 bis 31.03.07";9,7;;"kulturverlag-saar.de";"";"";"E";"0026";"01.03.2007";"";"14.03.2007";"";"";1;"1088183815";"";"";"";"";"";"";"";"";""
"1074";"Traffic über Pauschale";10,23;;"Gesamttrafficvolumen im Dezember 2002 = 6,9 GB";"";"";"E";"";"31.12.2002";"";"08.01.2003";"";"";1;"275612";"";"";"";"";"";"";"";"";""
"1234";"Provision";4268,31;;"";"";"";"E";"";"21.05.2004";"";"21.05.2004";"";"";1;"3285912";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamtdatenvolumen Mai 8.565,09 MB";"";"";"E";"TRAF-M";"31.05.2004";"";"01.06.2004";"";"";8;"3384413";"";"";"";"";"";"";"";"";""
"1198";"Partnerprovision";62,46;;"";"";"";"E";"PP-E";"12.09.2006";"";"12.09.2006";"";"";1;"1037593313";"";"";"";"";"";"";"";"";""
"1242";"Provision";93,1;;"";"";"";"E";"";"07.06.2004";"";"07.06.2004";"";"";1;"3405714";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";7;;"kostenpflichtiges Datenvolumen März 2004Überschreitung 5,7 GBGesamtdatenvolumen 30,11 GB";"";"";"E";"TRAF-W";"08.06.2004";"";"08.06.2004";"";"";5,7;"3414610";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";7;;"kostenpflichtiges Datenvolumen April 2004Überschreitung 5,53 GBGesamtdatenvolumen 29,94 GB";"";"";"E";"TRAF-W";"08.06.2004";"";"08.06.2004";"";"";5,53;"3425410";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";7;;"kostenpflichtiges Datenvolumen Mai 2004Überschreitung 10,42 GBGesamtdatenvolumen 34,83 GB";"";"";"E";"TRAF-W";"08.06.2004";"";"08.06.2004";"";"";10,42;"3435510";"";"";"";"";"";"";"";"";""
"1245";".de Domain active24.de";600;;"Verkauf der Domain active24.degem. Kaufvertrag vom 08.06.2004";"";"";"E";"";"08.06.2004";"";"08.06.2004";"";"";1;"3441019";"";"";"";"";"";"";"";"";""
"1006";"Hostingpauschale 01.03.07 bis 31.03.07";9,7;;"arsundpolis.de";"";"";"E";"0026";"14.03.2007";"";"14.03.2007";"";"";1;"1089313215";"";"";"";"";"";"";"";"";""
"1022";"Arbeitsstunde Design/Gestaltung";30;;"Update www.radtrainingslager.com";"";"";"E";"1000";"16.01.2003";"";"29.01.2003";"";"";0,5;"29119";"";"";"";"";"";"";"";"";""
"1190";"Installation XTC-Shop";90;;"Installation XTC-Shoppingsoftware auf www.gabimeier.de";"";"";"E";"";"15.04.2004";"";"15.04.2004";"";"";1;"3181215";"";"";"";"";"";"";"";"";""
"1190";"Shoppflege Produktimport";75;;"Produktimport in XTC-Shoppingsoftware auf www.gabimeier.de";"";"";"E";"";"15.04.2004";"";"15.04.2004";"";"";1;"3191515";"";"";"";"";"";"";"";"";""
"1268";"Swinger 2000";42,2414;;"Liefertermin 29.09.2004";"";"";"E";"PG-2021";"07.10.2004";"";"07.10.2004";"";"";1;"47135710";"";"";"";"";"";"";"";"";""
"1234";"Partnerprovision";1121,52;;"EP309327";"";"";"E";"PP-E";"17.11.2004";"";"03.12.2004";"";"";1;"541252617";"";"";"";"";"";"";"";"";""
"1380";"Partnerprovision";95,69;;"";"";"";"E";"PP-E";"28.07.2006";"";"28.07.2006";"";"";1;"1053372912";"";"";"";"";"";"";"";"";""
"1225";"zusätzliche MySQL Datenbank";2;;"MySQL-Datenbank zu www.heisse-kiste.de";"";"";"J";"MYSQL";"01.08.2004";"01.05.2007";"";"";"";1;"421615";"";"";"";"";"";"";"";"";""
"1236";"Gutschrift Domainregistrierung";-10;;"Kosten für Domainregistrierung werden gutgeschrieben, da die Domainkosten im Hostingpreis enthalten sind.";"";"";"E";"";"28.05.2004";"";"27.08.2004";"";"";1;"3312210";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";44,2586;;"";"";"";"E";"PP-E";"22.07.2004";"";"28.07.2004";"";"";1;"3875116";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamttraffic Oktober 20043,98 GB";"";"";"E";"TRAF-M";"31.10.2004";"";"02.11.2004";"";"";3;"491513711";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherche nach E-Mail vonsuperschuette@o2online.de";"";"";"E";"RECH-M";"08.11.2004";"";"01.12.2004";"";"";1;"526414912";"";"";"";"";"";"";"";"";""
"1103";"Partnerprovision";96,15;;"";"";"";"E";"PP-E";"19.09.2005";"";"19.09.2005";"";"";1;"84944314";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";837,49;;"";"";"";"E";"PP-E";"08.03.2006";"";"08.03.2006";"";"";1;"969142116";"";"";"";"";"";"";"";"";""
"1391";".com Registrierung";8,5;;"Gutschrift wegen Falschberechnungsonniges-frankreich.comsonniges-italien.com";"";"";"E";"REG-COM";"15.03.2007";"";"15.03.2007";"";"";-2;"109073117";"";"";"";"";"";"";"";"";""
"1028";"dedizierte Servermaschine";450;;"Root-ServerCPU 2,6 GHz Intel P4RAM 1024 MBFestplatte 160 GBDatentransfer mtl. inkl. 50 GBIP Adressen 4";"";"";"H";"SERV-D";"01.03.2005";"01.09.2007";"";"";"";1;"674272313";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamt Mailtraffic April 05 = 5,95 GB";"";"";"E";"TRAF-M";"30.04.2005";"";"02.05.2005";"";"";5;"743375113";"";"";"";"";"";"";"";"";""
"1302";"Partnerprovision";969,86;;"";"";"";"E";"PP-E";"23.09.2005";"";"23.09.2005";"";"";1;"850114612";"";"";"";"";"";"";"";"";""
"1194";"Vorregistrierung .eu Sunrise 1";65;;"Domain gesunde-hunde.eu";"";"";"E";"PRE-EU";"24.11.2005";"";"24.11.2005";"";"";1;"888422116";"";"";"";"";"";"";"";"";""
"1190";"zusätzliche MySQL Datenbank";2;;"1 MySQL Datenbank zu Webserver www.gabimeier.de";"";"";"J";"MYSQL";"01.05.2004";"01.11.2006";"";"";"";1;"3202615";"";"";"";"";"";"";"";"";""
"1022";"Arbeitsstunde Design/Gestaltung";30;;"Flyer Artisttravel";"";"";"E";"1000";"16.01.2003";"";"29.01.2003";"";"";1,5;"285918";"";"";"";"";"";"";"";"";""
"1075";"Seitenpflege";30;;"E-Mailadressen aus Webseite www.sggt-wh.de entfernt und durch Grafiken ersetztArbeitsaufwand 1 Stunde";"";"";"E";"";"02.03.2004";"";"29.03.2004";"";"";1;"2932717";"";"";"";"";"";"";"";"";""
"1225";"Standard Hosting anteilig 18.03 - 31.03.04";3,7;;"";"";"";"E";"";"18.03.2004";"";"31.03.2004";"";"";1;"2941110";"";"";"";"";"";"";"";"";""
"1172";"Partnerprovision";168,19;;"";"";"";"E";"PP-E";"13.07.2004";"";"13.07.2004";"";"";1;"3683514";"";"";"";"";"";"";"";"";""
"1198";"Partnerprovision";9,54;;"";"";"";"E";"PP-E";"12.09.2006";"";"12.09.2006";"";"";1;"103803214";"";"";"";"";"";"";"";"";""
"1368";"Swinger 2000";42,2414;;"";"";"";"E";"PG-2021";"03.10.2005";"";"03.11.2005";"";"";1;"870115512";"";"";"";"";"";"";"";"";""
"1226";"Abfindungszahlung Urheberrechtsverstoß";1000;;"Abfindungszahlung wegen Urheberrechtsverstoß auf Webseite http://www.blende8-eppelborn.Gem. unserem Schreiben vom 18.03.2004 erteilen wir Ihnen als Gütevorschlag gegen die rechtzeitige Zahlung des Rechnungsbetrags die nachträgliche Genehmigung zur Verwendung der Grafik- und Navigationselemente.Die Genehmigung gilt mit dem rechtzeitigen Eingang der Überweisung auf unserem Konto als erteilt.Auf keinen Fall kann jedoch die Verwendung der eingebundenen Fotografien nachträglich genehmigt werden. Auch die weitere Verlinkung mit dem Webserver http://www.trampert.de kann nicht nachträglich genehmigt werden und muss unverzüglich beendet werden.";"";"";"E";"";"18.03.2004";"";"18.03.2004";"";"";1;"2954817";"";"";"";"";"";"";"";"";""
"1379";"Werbeklick Textlink";0,08;;"";"";"";"E";"CLICK-T";"09.01.2006";"";"09.01.2006";"";"";1413;"932171912";"";"";"";"";"";"";"";"";""
"1084";"Upgrade auf Mini Hosting + 5 zus. POP3 Konten";13,86;;"Berechnung des Zuschlags u. Berücksichtigung der für 2004bereits geleisteten Zahlungalte Jahrespauschale: 40,92 Euroneue Jahrespauschale: 59,40 Euroneue Jahrespauschale gültig ab 01.04.20041. Berechnung des bereits aufgebrauchten Anteils40,92 : 12 * 3 = 10,23 Euro2. Berechnung des Guthaben40,92 - 10,23 = 30,69 Euro3. Berechnung der ab 01.04. anteilig fälligen Jahrespauschale59,40 : 12 * 9 = 44,55 Euro4. Berechnung der noch fälligen Nachzahlung44,55 - 30,69 = 13,86";"";"";"E";"";"22.03.2004";"";"22.03.2004";"";"";1;"2963311";"";"";"";"";"";"";"";"";""
"1414";"Gutschrift wegen Nichtübernahme von Domainnamen";116;;"Folgende Domainnamen wurden storniert:gb-consult-online.comgb-consult-online.degb-consult-online.infogb-consult-online.netgb-consult-online.orggbc-limited.netgbconsult-online.comgbconsult-online.netgbconsult-online.degbconsult-online.infogbconsult-online.org";"";"";"E";"";"14.09.2006";"";"14.09.2006";"";"";-1;"1039295810";"";"";"";"";"";"";"";"";""
"1226";"Abfindungszahlung Urheberrechtsverstoß";350;;"Abfindungszahlung wegen Urheberrechtsverstoß auf Webseite http://www.blende8-eppelborn.deFällig in zwei Raten, jeweils am15.04.2004 und 14.05.2004 bei uns eingehend.";"";"";"E";"";"25.03.2004";"";"25.03.2004";"";"";1;"2973011";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamter E-Mailtraffic im März 2004 = 6,11 GB";"";"";"E";"TRAF-M";"31.03.2004";"";"31.03.2004";"";"";6;"3022516";"";"";"";"";"";"";"";"";""
"1022";"Webdesign www.aynur-aydin.com";300;;"Konzeption, Design und Erstellung Ihrer Webseite www.aynur-aydin.com";"";"";"E";"";"12.02.2003";"";"27.02.2003";"";"";1;"415510";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";209,07;;"";"";"";"E";"";"10.01.2003";"";"19.01.2003";"";"";1;"30016";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";105,2586;;"";"";"";"E";"";"11.02.2004";"";"19.02.2004";"";"";1;"2674213";"";"";"";"";"";"";"";"";""
"1212";"Provision";51,87;;"";"";"";"E";"";"17.02.2004";"";"19.02.2004";"";"";1;"2682414";"";"";"";"";"";"";"";"";""
"1103";"Provision";149,79;;"";"";"";"E";"";"17.02.2004";"";"19.02.2004";"";"";1;"2695514";"";"";"";"";"";"";"";"";""
"1103";"";;;"";"";"";"E";"";"19.02.2004";"19.02.2004";"";"";"";1;"2705714";"";"";"";"";"";"";"";"";""
"1171";"Provision";474,9741;;"";"";"";"E";"";"18.02.2004";"";"19.02.2004";"";"";1;"271215";"";"";"";"";"";"";"";"";""
"1007";"zusätzliche MySQL Datenbank";2;;"";"";"";"J";"MYSQL";"01.01.2004";"01.05.2007";"";"";"";5;"272117";"";"";"";"";"";"";"";"";""
"1007";"zusätzlicher Festplattenspeicher 50 MB";1,7241;;"";"";"";"J";"FEST";"01.01.2004";"01.05.2007";"";"";"";4;"273217";"";"";"";"";"";"";"";"";""
"1122";"Bannerklicks lt. Abrechnung";91,575;;"";"";"";"E";"";"31.12.2002";"";"19.01.2003";"";"";1;"311016";"";"";"";"";"";"";"";"";""
"1122";"Bannerklicks lt. Abrechnung";36,75;;"";"";"";"E";"";"30.10.2002";"";"19.01.2003";"";"";1;"321416";"";"";"";"";"";"";"";"";""
"1024";"Design/Programmierung www.trampert.de";120;;"Bildergalerie www.trampert.de";"";"";"E";"";"24.01.2003";"";"29.01.2003";"";"";1;"331419";"";"";"";"";"";"";"";"";""
"1131";"Webdesign";450;;"Neudesign, Konzeption und Layout Ihrer Webseite www.autohaussaewe.de";"";"";"E";"";"18.02.2003";"";"27.02.2003";"";"";1;"42815";"";"";"";"";"";"";"";"";""
"1171";"Partnerprovision";93,95;;"";"";"";"E";"PP-E";"29.06.2004";"";"29.06.2004";"";"";1;"3562611";"";"";"";"";"";"";"";"";""
"1014";"SSL Zertifikat www.dpmedia-shop.de";320,27;;"SSL Zertifikat für www.dpmedia-shop.de. Zertifizierung durch thawte.com2jährige Gültigkeit349,00 USD / 1,0891 = 320,27 EUR";"";"";"E";"";"28.03.2003";"";"02.04.2003";"";"";1;"58012";"";"";"";"";"";"";"";"";""
"1426";"Webentwicklung / Design";290;;"Einrichtung, Programmierung, DesignWebpräsenz kanzlei-thilmany.de";"";"";"E";"WEB";"21.03.2007";"";"21.03.2007";"";"";1;"1091591613";"";"";"";"";"";"";"";"";""
"1249";"Servermiete 21.12.206 - 31.12.206";86,66;;"Anteilige Servermiete Dezember 2006";"";"";"E";"SV-16";"16.01.2007";"";"16.01.2007";"";"";1;"110726317";"";"";"";"";"";"";"";"";""
"1249";"Arbeitsstunde Technik";40;;"Programmierung myip.esArbeiten ausgeführt am 20.03.07";"";"";"E";"STD-T";"21.03.2007";"";"04.04.2007";"";"";0,5;"109222514";"";"";"";"";"";"";"";"";""
"1440";"E-Mailhosting";30;;"E-Mailhosting für die Domain kia-suedwest.deMärz bis Dezember 2007";"";"";"E";"0027";"23.03.2007";"";"23.03.2007";"";"";1;"109346312";"";"";"";"";"";"";"";"";""
"1440";"Allgemeine Dienstleistung";30;;"Wiederherstellung E-Mailfunktionalität nach Deaktivierung";"";"";"E";"SER";"23.03.2007";"";"23.03.2007";"";"";1;"1094481112";"";"";"";"";"";"";"";"";""
"1123";"Umsatzprovision lt. Anlage";321,98;;"";"";"";"E";"";"24.01.2003";"";"29.01.2003";"";"";1;"384914";"";"";"";"";"";"";"";"";""
"1103";"Verkaufsprovisionen lt. Anlage";206,43;;"";"";"";"E";"";"21.01.2003";"";"29.01.2003";"";"";1;"39615";"";"";"";"";"";"";"";"";""
"1160";"Profisellergutschrift";7,72;;"";"";"";"E";"";"24.05.2003";"";"28.05.2003";"";"";1;"863916";"";"";"";"";"";"";"";"";""
"1042";"Setup Start-Up Hosting www.otv-media.de";7,75;;"";"";"";"E";"";"24.02.2003";"";"08.12.2003";"";"";1;"433512";"";"";"";"";"";"";"";"";""
"1123";"Provisionen";344,63;;"Provision lt. beiliegender AbrechnungAbrechnungszeitraum 10.01.2003 - 23.01.2003";"";"";"E";"";"07.02.2003";"";"26.02.2003";"";"";1;"444414";"";"";"";"";"";"";"";"";""
"1151";"Datenvolumen über Pauschale";19,95;;"Überschreitung insgesamt 19 GBJe angefangene 10 GB = 19,95 Euro";"";"";"E";"";"02.03.2004";"";"02.03.2004";"";"";2;"2871013";"";"";"";"";"";"";"";"";""
"1123";"Provision";134,46;;"Provision lt. beiliegender AbrechnungZeitraum 24.01.2003 - 06.02.2003";"";"";"E";"";"21.02.2003";"";"26.02.2003";"";"";1;"453618";"";"";"";"";"";"";"";"";""
"1140";"Verkauf der Domain asiahouse.de";300;;"Die Domain asiahouse.de wird nach Eingang der Zahlung auf den von Ihnen zu benennenden Domaininhaber übertragen. Ein Wechsel zu einem anderen Provider ist jederzeit möglich.";"";"";"E";"";"28.02.2003";"";"28.02.2003";"";"";1;"472918";"";"";"";"";"";"";"";"";""
"1141";"Webhosting Haus 54 - Jahr 2003";163,25;;"Webhosting Haus 54www.haus54.de,www.haus54.com,www.haus54.net,www.haus54.orgmonatlicher Hostingpreis 12,00 Euro4 zusätzliche Domainswww.haus-54.de, www.haus-54.com, www.haus-54.net, www.haus-54.orgJahrespreis je Domain 9,90 EuroGesamtpreis:Hosting 11 Monate (02 - 12)11 * 12,00 Euro                             = 132,00 Euro4 Zusatzdomains anteilig4 x 9,90 Euro / 12 * 11                  =  36,30 EuroSumme                                        = 168,30 EuroWegen Jahresvorausz. gewähren wir 3 % Skonto = 5,05 Euro";"";"";"E";"";"01.02.2003";"";"06.03.2003";"";"";1;"484311";"";"";"";"";"";"";"";"";""
"1103";"Verkaufsprovision";213,51;;"";"";"";"E";"";"27.05.2003";"";"28.05.2003";"";"";1;"874116";"";"";"";"";"";"";"";"";""
"1017";"Webdesign / Seitenerstellung";1000;;"Webseite www.lydi.deLayout, Animation, Programmierung und Umsetzung in Flash MX anhand des gelieferten Rohmaterials gemäß Konzeptplan";"";"";"E";"";"28.02.2003";"";"10.03.2003";"";"";1;"511918";"";"";"";"";"";"";"";"";""
"1103";"Verkaufsprovision";344,42;;"Verkaufsprovision lt. Abrechnung vom 28.02.2003";"";"";"E";"";"07.03.2003";"";"07.03.2003";"";"";1;"501512";"";"";"";"";"";"";"";"";""
"1022";"Webdesign www.haddaway.de";850;;"Design, Layout und Erstellung Ihrer Website www.haddaway.de";"";"";"E";"";"13.03.2003";"";"13.03.2003";"";"";1;"52220";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkostenpauschale";75;;"Fahrtkosten am 26.09.200529.09.2005";"";"";"E";"";"13.10.2005";"";"13.10.2005";"";"";2;"861263913";"";"";"";"";"";"";"";"";""
"1034";"Arbeitsstunde Technik";40;;"Programmierarbeiten in Ihren Räumendurchgeführt am 26.01.200510:00 - 15:30 Uhr";"";"";"E";"STD-T";"25.01.2005";"";"01.02.2005";"";"";5,5;"634451713";"";"";"";"";"";"";"";"";""
"1065";".ch Nameservice und Abwicklung";6;;"Domain: hifi-dvd-electronic-shop.ch";"";"";"G";"DNS-CH";"10.04.2003";"10.04.2007";"";"";"";1;"895716";"";"";"";"";"";"";"";"";""

"1123";"Provision";56,35;;"Umsatzprovision 18.04.03 - 01.05.03lt. Anlage";"";"";"E";"";"16.05.2003";"";"28.05.2003";"";"";1;"884916";"";"";"";"";"";"";"";"";""
"1022";"Webdesign";420;;"Design, Layout, Erstellung Ihrer Website www.schluss-mit-krieg.de";"";"";"E";"";"13.03.2003";"";"13.03.2003";"";"";1;"53320";"";"";"";"";"";"";"";"";""
"1009";"Serverkonfiguration";30;;"Serverinstallations- und Konfigurationsarbeiten:Installation SuSE Linux 8.1Einrichtung SuSE Linux 8.1 als Internetserver- Apache- Postfix- VSftpd- DNSInstallation Confixx SoftwareKonfiguration Confixx SoftwareHerstellung der Funktionalität für Webservice, FTP-Server, E-Mailserver (POP3 und SMTP)Arbeitszeit 12,5 StundenArbeitszeit von 11.03.2003 18:00 Uhr bis 12.03.2003 06:20 Uhrinkl. Fahrtkosten";"";"";"E";"";"11.03.2003";"";"13.03.2003";"";"";12,5;"541820";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";243;;"März 2003: 364 Filter editiertArbeitszeit: 90 Sekunden je Filter364 * 90 Sekunden= 32.760 Sekunden= 546 Minuten= 9,1 Stunden- 1 Stunde= 8,1 Stunden * 30,- Euro= 243,- Euro";"";"";"E";"";"31.03.2003";"";"02.04.2003";"";"";1;"572611";"";"";"";"";"";"";"";"";""
"1011";"Update www.wtbb-steuerberatung.de";30,68;;"Update Sonderrundschreiben März 2003";"";"";"E";"";"12.03.2003";"";"27.03.2003";"";"";1;"565010";"";"";"";"";"";"";"";"";""
"1009";"Nachtzuschlag";30;;"Nachtzuschlag Einrichtung und Konfiguration Internetserver";"";"";"E";"";"11.03.2003";"";"13.03.2003";"";"";12,5;"552520";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkostenpauschale";75;;"Anfahrten am10.03.200312.03.200325.03.200326.03.200331.03.2003";"";"";"E";"";"31.03.2003";"";"03.04.2003";"";"";5;"602014";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";259,94;;"Provision lt. beiliegender Abrechnung";"";"";"E";"";"21.03.2003";"";"05.04.2003";"";"";1;"623613";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"Aufteilung der Stunden:10.03.2003 10,5 Stunden12.03.2003   8,0 Stunden25.03.2003   8,5 Stunden26.03.2003   4,0 Stunden31.03.2003 10,0 StundenMärz insg.   41,0 Stunden";"";"";"E";"";"31.03.2003";"";"03.04.2003";"";"";41;"612214";"";"";"";"";"";"";"";"";""
"1122";"Bannerwerbung";9,75;;"AdWaver lt. Abrechnung";"";"";"E";"";"28.02.2003";"";"05.04.2003";"";"";1;"634113";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";322,58;;"Provisionen lt. beiliegender Abrechnung";"";"";"E";"";"07.03.2003";"";"05.04.2003";"";"";1;"642714";"";"";"";"";"";"";"";"";""
"1122";"Bannerwerbung";78,6;;"AdWaver Bannerklicks lt. Aufstellung";"";"";"E";"";"31.01.2003";"";"05.04.2003";"";"";1;"65115";"";"";"";"";"";"";"";"";""
"1074";"Einrichtungsgebühr RootStart Server";85,34;;"Einrichtung Server RootStartam-server3.netTransfer monatlich 250 GB";"";"";"E";"";"22.02.2003";"";"09.04.2003";"";"";1;"663313";"";"";"";"";"";"";"";"";""
"1103";"Verkaufsprovision";135,44;;"Verkaufsprovision lt. Abrechnung vom 09.04.2003";"";"";"E";"";"14.04.2003";"";"14.04.2003";"";"";1;"68614";"";"";"";"";"";"";"";"";""
"1074";"Einrichtungsgebühr Root-Server";85,34;;"Einrichtungsgebühr Root-Server Lam-server2.netTransfer mtl. 50 GB";"";"";"E";"";"25.02.2003";"";"09.04.2003";"";"";1;"673613";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";350,31;;"Provisionsabrechnung lt. AnlageAbrechnungszeitraum 07.03.2003 bis 20.03.2003";"";"";"E";"";"04.04.2003";"";"14.04.2003";"";"";1;"693614";"";"";"";"";"";"";"";"";""
"1158";"Internetwerbung";300;;"";"";"";"E";"";"29.04.2003";"";"29.04.2003";"";"";1;"703912";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkostenpauschale";75;;"Anfahrten am09.04.2003";"";"";"E";"";"30.04.2003";"";"05.05.2003";"";"";1;"711014";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"Aufteilung der Stunden:03.04.2003   7,50 Stunden07.04.2003   4,25 Stunden08.04.2003   6,00 Stunden09.04.2003   7,00 Stunden14.04.2003   6,75 Stunden15.04.2003   9,25 Stunden16.04.2003   9,25 Stunden17.04.2003   6,50 Stunden";"";"";"E";"";"30.04.2003";"";"05.05.2003";"";"";56,5;"721114";"";"";"";"";"";"";"";"";""
"1159";"Bannerklicks";80;;"1.000 Klicks auf www.swingerclubs.deZiel-URL: http://www.bumsmeile.de";"";"";"E";"";"12.05.2003";"";"12.05.2003";"";"";1;"764914";"";"";"";"";"";"";"";"";""
